"Woreda.Code","Longitude","Latitude","Maize.Price_BirrKg","Year"
71801,36.5589798065,6.27987602008,3.145,2013
71901,36.6100617023,6.87189931466,2.35,2013
72002,38.3316769011,7.96439893942,4.86,2013
72003,38.3877650533,7.77935827784,5.4,2013
72005,38.2722882925,7.77243557312,5,2013
72006,38.1678620338,7.54513801108,5.6,2013
72007,38.022942151,7.79791028942,4.94,2013
72101,38.2191236557,7.4239265323,4.75,2013
120101,34.7419083698,8.14574169701,3.64,2013
120102,34.5308620428,7.86205916882,3.13,2013
120301,35.2542637556,7.25479326022,4.21,2013
