"Woreda.Code","Longitude","Latitude","Maize.Price_BirrKg","Year"
10101,37.7892677816,14.4467483041,4.315,2012
10102,38.1976053718,14.3684872468,4.56,2012
10103,38.4462212067,14.0128021324,3.33,2012
10104,38.2890387993,14.0954039933,4.8,2012
10105,37.9943044852,13.9583210338,4.73,2012
10106,38.1869484907,13.6373483963,4,2012
10201,38.7617737708,14.3731691358,3.63,2012
10206,38.5883883827,14.088489664,3.54,2012
10207,38.6864654633,13.8441677661,5.8,2012
10208,38.9146047812,13.7068189496,5.33,2012
10210,38.8908897116,13.4053203879,5.2,2012
10305,39.3847765445,13.9659940799,4.41,2012
10306,39.527610911,13.7556066885,6.34,2012
10401,39.1731478762,13.2267713565,4.72,2012
10403,39.559229543,13.149430224,5.04,2012
10406,39.7165944103,12.6432207225,4.705,2012
10502,37.4043810282,13.7570921417,5.205,2012
10503,37.0761351319,13.5155634396,4.07,2012
20103,41.4722273717,11.5530380207,4.7,2012
20104,41.6739144524,11.3388802809,4.7,2012
20306,39.8673677546,9.48779371362,5.755,2012
30101,37.9640160833,13.3939012321,4,2012
30108,37.3686118944,12.7640315158,5.21,2012
30110,37.5902404958,12.3830606016,3.18,2012
30111,37.2662469495,12.3978364963,3.67,2012
30112,36.9193565029,12.6032497692,3.875,2012
30113,36.3253102546,12.8831867494,3.215,2012
30114,35.8771043419,12.2432834473,3.185,2012
30115,36.7407517091,11.9342535541,4,2012
30116,37.846502651,12.4924425667,3.78,2012
30120,37.0834321716,13.0362095432,3.57,2012
30201,38.2359611133,12.190588177,4.23,2012
30202,37.7824914691,12.1456321624,4.27,2012
30203,37.7689560145,11.8858941622,3.8,2012
30204,38.0780698792,11.8398173307,4.305,2012
30208,38.0724651768,11.4924403628,4.1,2012
30209,37.6767673815,11.6119339133,4.445,2012
30303,39.32384429,12.0550064261,5,2012
30404,39.4942429181,11.5001579387,5,2012
30407,39.8341487313,11.0721035216,4.51,2012
30416,38.6799782192,10.5336272882,5.475,2012
30501,39.0092926195,10.2443054042,5.09,2012
30507,39.8026949302,10.5998286943,5.41,2012
30508,39.8863490586,10.3116653775,5.41,2012
30512,39.9083072879,9.97697459401,4.625,2012
30518,39.4900818602,8.9269057571,5,2012
30602,37.8995407123,10.9873918702,4.8,2012
30603,38.1687075546,10.9849875701,5.615,2012
30605,38.2170775719,10.6853565592,3.64,2012
30606,38.1763215848,10.5039977475,3.665,2012
30609,37.5436708619,10.4897726295,5,2012
30610,37.6346910804,10.2701187939,5.605,2012
30611,37.717603005,10.0290557475,4.44,2012
30613,38.1772925744,10.2022520682,5.56,2012
30614,38.3722132723,10.3456615067,4.17,2012
30617,37.8820100408,10.1811865565,5.36,2012
30701,36.9542675614,11.7043202,4.115,2012
30702,37.3553182512,11.5669486468,3.97,2012
30703,37.4911836542,11.2604912221,4.18,2012
30704,37.1602571832,11.3319098548,4.3,2012
30706,37.4411244723,10.9732842596,4.41,2012
30707,37.6140628935,10.8598711051,3.85,2012
30708,37.3627319865,10.5253944858,4.71,2012
30709,37.2761336483,10.6999240229,4.98,2012
30710,37.0488418627,10.5411983263,4.64,2012
30901,36.7707909763,11.2255343485,4.3,2012
30902,36.9110327978,10.9695834996,6.85,2012
30903,36.789821406,10.7586974198,4.995,2012
30904,36.5059751591,10.7844460125,4,2012
30905,36.8968791917,11.0829755423,5.33,2012
31001,39.8465028251,10.7774944334,4.42,2012
31002,40.0481660914,11.1953076613,4.8,2012
31004,40.0261175074,10.549209841,4.47,2012
40101,35.0280533631,9.76177811016,4.38,2012
40102,35.4751341704,9.56736277179,4.91,2012
40103,35.9047160258,9.15940949895,5,2012
40106,35.6381218261,9.40374970967,4.815,2012
