"Woreda.Code","Longitude","Latitude","Maize.Price_BirrKg","Year"
30707,37.6140628935,10.8598711051,3.85,2014
30708,37.3627319865,10.5253944858,5.8,2014
30709,37.2761336483,10.6999240229,5,2014
30710,37.0488418627,10.5411983263,5.36,2014
30801,38.7053175626,12.8052736565,4.75,2014
30802,39.0600658622,12.6690929688,8.33,2014
30803,38.6726488717,12.4355310574,8.025,2014
30901,36.7707909763,11.2255343485,5,2014
30904,36.5059751591,10.7844460125,4.5,2014
30905,36.8968791917,11.0829755423,7.16,2014
31001,39.8465028251,10.7774944334,5.2,2014
31002,40.0481660914,11.1953076613,5.385,2014
31004,40.0261175074,10.549209841,6.45,2014
40101,35.0280533631,9.76177811016,4.075,2014
40102,35.4751341704,9.56736277179,4.4,2014
40103,35.9047160258,9.15940949895,4.81,2014
40104,35.6729948493,9.20800208965,4.39,2014
40106,35.6381218261,9.40374970967,5.83,2014
40108,35.3129081845,9.44080168789,3.975,2014
40112,35.4568220625,8.97248300072,3.33,2014
40114,35.8496009787,8.98156808073,4.28,2014
40115,35.7843274699,8.80367399031,4.1,2014
40116,34.5413081499,9.34318907643,4.1,2014
40201,36.4724618623,9.73286014861,4.14,2014
40203,36.7177769772,9.96816088673,3.9,2014
40205,37.0377324739,8.91481577354,3.95,2014
40206,36.6835744216,9.02525755476,4.115,2014
40208,36.9755218583,9.16431415379,3.93,2014
40209,36.8099302958,9.15439221612,4,2014
40210,36.3158202208,9.05029854018,4.35,2014
40211,36.3763860147,9.2327138396,3.51,2014
40212,36.4640546195,8.90085666778,3.93,2014
40215,36.7175864402,8.71234501751,4.12,2014
40301,35.3770822223,8.61809927825,3.5,2014
40303,36.1432453254,8.38683474786,5,2014
40304,36.1360400596,8.59544185124,4.46,2014
40307,36.6511724176,8.30590412602,5,2014
40308,36.5386715869,8.13119877261,8.41,2014
40309,35.9385809326,8.27157682008,5.95,2014
40310,35.4174221776,8.35258183286,5,2014
40311,35.5933084586,8.07377188377,5,2014
40312,35.1311381919,8.32143027323,3.85,2014
40315,35.5295497031,8.42916095553,3.5,2014
40322,36.3817263308,8.47202110531,4.33,2014
40401,36.9510118735,8.4877317771,3.92,2014
40403,37.4573839286,7.98851072332,4.83,2014
40404,37.2714809269,7.98539426499,4.44,2014
40405,37.0318339068,7.77643464689,5.23,2014
40406,36.7593603658,7.7798848072,5.64,2014
40407,36.5852390824,7.8783052435,5,2014
40408,36.2307798008,7.69814810001,5.29,2014
40409,36.6583848447,7.57310781254,5,2014
40411,37.23991678,7.54213154699,4.44,2014
40413,36.2143333906,8.06298225868,5.36,2014
40501,37.750455055,9.63689730859,4.6,2014
40503,37.8543644284,9.03835132212,4.32,2014
40505,37.3673804287,9.00466055533,4.5,2014
40506,37.1534630847,9.09475907743,4.52,2014
40507,37.2891529757,8.75422995549,4.17,2014
40508,37.4381851334,8.52094440416,4.6,2014
40702,39.5351613341,8.64870879417,5,2014
40704,39.1501307326,8.62931079668,5,2014
40707,38.7459481627,8.19125346324,4.5,2014
40708,38.6109652863,7.81676235062,4,2014
40711,38.8880876501,8.50279566968,4.93,2014
40801,39.8386234426,8.52800292002,4.65,2014
40802,40.0591904965,8.53000436933,5,2014
40803,40.1908371361,8.27756504245,4.61,2014
40804,39.6562560383,8.35747373265,5,2014
40806,38.9479573826,7.96948495003,4.3,2014
40807,39.2417710235,8.07043531039,5.4,2014
40808,39.8094954253,8.01018120748,6.4,2014
40810,40.1761068525,7.90127094092,4,2014
40811,40.3381473924,7.72808101797,4.86,2014
40812,39.8001239897,7.68990122842,3.56,2014
40814,39.5765956687,7.5698181752,5,2014
40816,39.1263551124,7.88905814824,5.5,2014
40820,39.5014455968,8.29677498897,4.54,2014
40901,40.5365853021,9.10492412696,5.88,2014
40902,41.0814998171,9.31816981981,6,2014
40904,41.1775005263,8.98626287483,5.8,2014
40908,40.5109441723,8.75269366312,5,2014
40909,40.633003924,8.22885342223,4.99,2014
40911,40.9858772955,8.68235898187,5,2014
41011,41.4360976024,9.21400418537,4.985,2014
41012,41.3266728317,8.89631763797,5,2014
41013,41.6380467409,9.06292508372,4.54,2014
41104,39.7835384008,7.31807602242,4.59,2014
41105,40.6072201595,7.53626515763,4.38,2014
41106,40.1525054949,7.38123850329,3.89,2014
41107,41.2419997621,7.85192919563,6,2014
41109,40.1291456492,7.12730239013,5.64,2014
41112,40.046501264,6.2649417066,4.135,2014
41114,40.162708262,6.71035323928,4.14,2014
41116,40.5069980743,6.94626471587,4.26,2014
41118,41.2123246526,7.36826755962,3.95,2014
41208,38.8276354342,4.6033026369,8,2014
41301,37.6968472192,8.56126875923,4.99,2014
41304,38.1347119885,8.79957169301,5.81,2014
41306,38.6026546067,8.81000610857,5.5,2014
41307,38.5227495011,8.57711443041,5.5,2014
41401,38.565368512,6.07566663428,4.875,2014
41402,38.7230878945,6.24924017771,4.17,2014
41403,38.9972444904,5.95295570211,4,2014
41404,39.28626927,5.84429500742,3,2014
41405,38.9512637792,5.51827257438,4.28,2014
41406,38.4732901496,5.75634953155,4.35,2014
41701,38.1989093583,7.12631308643,4,2014
41703,38.7230486969,7.44281351709,4.57,2014
41704,38.8408693673,7.02351226548,5.5,2014
41712,38.5892938054,7.20310315962,5.2,2014
41801,34.9913465397,8.62567749489,3.17,2014
41803,35.0752445726,8.94260879999,3.49,2014
41804,34.9328446564,9.14111005445,3.6,2014
41805,34.8267825236,8.45776518879,3.51,2014
41807,34.5207465268,8.59565642241,3.995,2014
41808,35.2002164286,8.92974754637,3.72,2014
41809,34.4337173446,8.91075043955,3.13,2014
41810,34.7573058821,9.01396802049,3.82,2014
41811,35.3304277284,8.86159440353,3.55,2014
41901,37.1115670455,9.64681909094,4.77,2014
41903,37.4266032203,9.4435724306,4.415,2014
41905,37.3559953792,9.73283118568,4.35,2014
41907,37.3400747565,9.25113927499,4.595,2014
41908,37.1474203317,9.90180590141,4.46,2014
41909,37.0086474113,10.122621501,4.245,2014
41910,36.8343815045,9.59858317945,4.315,2014
60201,36.0180286259,11.3635138033,4.83,2014
60202,35.4728148453,11.532881432,4,2014
60203,35.5512338072,10.6038463163,5,2014
60204,36.2778707422,11.0179800094,4,2014
60205,36.21444562,10.4692270983,3.655,2014
60207,35.956067134,10.5432663863,4.85,2014
60301,34.8640923695,10.3381854929,5.72,2014
60303,34.4716639363,9.99023779343,4.26,2014
60304,34.8272014606,10.6813634348,7.475,2014
60305,34.7014204215,9.79040587326,4.55,2014
60306,35.1146266563,10.1314310087,5.09,2014
60401,36.1441212698,10.0111210416,3.45,2014
60402,35.2001208352,10.5577833438,5.5,2014
60403,35.9130638265,9.48317321412,4.24,2014
60404,35.652666796,9.80205509828,5.36,2014
60405,36.1960399769,9.3704796271,3.965,2014
60608,34.2924338086,9.35962277154,4.17,2014
70106,38.3897818984,8.13872585557,4.66,2014
70110,37.8249567207,8.14503965556,5.5,2014
70205,38.0087345022,7.15895079302,5.2,2014
70302,37.8603893866,7.35757833629,7.4,2014
70402,38.337997794,7.0432473729,5,2014
70404,38.3969802817,6.75786509184,5,2014
70408,38.8496555375,6.53215611137,5.5,2014
70601,37.70909936,7.07241969712,5,2014
70603,37.9480877827,6.8414620015,5.4,2014
70604,37.8465205845,6.67370985229,3.92,2014
70605,37.7283270749,6.83324072518,5.2,2014
70606,37.5162951511,6.92519213069,5.085,2014
70607,37.5394935568,6.71730004775,5.6,2014
70702,36.5578272665,5.94196584839,4.35,2014
70703,36.6491164428,6.17354644378,5.03,2014
70705,36.7419051391,5.42792723464,4.04,2014
70801,35.4597909145,7.73111689886,3.405,2014
70802,35.3365321194,7.5545936127,3.57,2014
70803,35.4667023411,7.2464549135,4.81,2014
70901,35.8687052598,7.89522000481,4.31,2014
70902,35.6888102656,7.62687075312,3.05,2014
70903,35.9790176016,7.54519760971,3.9,2014
70905,36.5550845874,7.26469743667,3.68,2014
70906,36.4559630826,7.09660482935,4,2014
70907,36.3663670435,6.90904558824,4.075,2014
70908,36.1661114263,6.83892617264,3.88,2014
70909,35.8783016071,7.24415849804,3.305,2014
71001,36.6873240678,6.52468803298,5.95,2014
71003,37.3627426079,6.52393523093,5.13,2014
71004,37.6558108559,6.52749675249,5.495,2014
71005,37.7235018165,6.32571497403,4.86,2014
71009,37.2964227004,6.28774072686,5.72,2014
71010,37.0826795107,6.28914072529,3.68,2014
71014,36.8058897703,6.35677432218,4.1,2014
71101,35.4643310229,7.07278925904,4,2014
71104,35.7508679304,6.90154615753,3.505,2014
71105,35.8756861719,6.78389902242,3.49,2014
71110,35.6453288288,7.06790808828,3.015,2014
71201,37.4979203132,7.8177652491,5.745,2014
71301,37.7870727338,5.79394347232,4.4,2014
71401,37.7576794897,5.50776912306,5.49,2014
71501,37.3685284352,5.36023388405,6,2014
71601,37.2613574771,5.60887679139,4.95,2014
71701,36.9712314155,7.11723681744,3,2014
71702,37.1429374055,7.04296628727,3.79,2014
71703,37.1764902183,6.81513393967,4.63,2014
71705,36.8887699348,6.84324322902,2.765,2014
71801,36.5589798065,6.27987602008,4.03,2014
71901,36.6100617023,6.87189931466,3.53,2014
72002,38.3316769011,7.96439893942,5.38,2014
72003,38.3877650533,7.77935827784,4.35,2014
72005,38.2722882925,7.77243557312,6,2014
72006,38.1678620338,7.54513801108,5.6,2014
72007,38.022942151,7.79791028942,6.9,2014
72101,38.2191236557,7.4239265323,4.5,2014
120101,34.7419083698,8.14574169701,2.73,2014
120102,34.5308620428,7.86205916882,4.04,2014
120301,35.2542637556,7.25479326022,5.26,2014
