"Woreda.Code","Longitude","Latitude","Maize.Price_BirrKg","Year"
41116,40.5069980743,6.94626471587,4.17,2016
41301,37.6968472192,8.56126875923,3.76,2016
41306,38.6026546067,8.81000610857,4.98,2016
41307,38.5227495011,8.57711443041,5,2016
41401,38.565368512,6.07566663428,3.13,2016
41402,38.7230878945,6.24924017771,3.57,2016
41403,38.9972444904,5.95295570211,3.5,2016
41404,39.28626927,5.84429500742,5.13,2016
41405,38.9512637792,5.51827257438,3.57,2016
41406,38.4732901496,5.75634953155,4.52,2016
41701,38.1989093583,7.12631308643,4.035,2016
41703,38.7230486969,7.44281351709,4.2,2016
41704,38.8408693673,7.02351226548,5,2016
41712,38.5892938054,7.20310315962,4.5,2016
41801,34.9913465397,8.62567749489,3.48,2016
41803,35.0752445726,8.94260879999,3.105,2016
41804,34.9328446564,9.14111005445,4.01,2016
41805,34.8267825236,8.45776518879,3.97,2016
41807,34.5207465268,8.59565642241,4.97,2016
41808,35.2002164286,8.92974754637,3.13,2016
41809,34.4337173446,8.91075043955,3.33,2016
41811,35.3304277284,8.86159440353,3.28,2016
41901,37.1115670455,9.64681909094,3.58,2016
41903,37.4266032203,9.4435724306,3.5,2016
41905,37.3559953792,9.73283118568,3.65,2016
41907,37.3400747565,9.25113927499,3.45,2016
41908,37.1474203317,9.90180590141,3.235,2016
41909,37.0086474113,10.122621501,3.13,2016
41910,36.8343815045,9.59858317945,3,2016
50202,42.5587505341,9.18372991353,5,2016
60201,36.0180286259,11.3635138033,3.5,2016
60202,35.4728148453,11.532881432,5,2016
60203,35.5512338072,10.6038463163,3.415,2016
60204,36.2778707422,11.0179800094,3,2016
60205,36.21444562,10.4692270983,3,2016
60207,35.956067134,10.5432663863,3.37,2016
60301,34.8640923695,10.3381854929,5,2016
60302,34.4565293874,10.5655424701,5.94,2016
60303,34.4716639363,9.99023779343,3.87,2016
60305,34.7014204215,9.79040587326,3.64,2016
60306,35.1146266563,10.1314310087,4,2016
60401,36.1441212698,10.0111210416,2.55,2016
60403,35.9130638265,9.48317321412,2.63,2016
60404,35.652666796,9.80205509828,2.63,2016
60405,36.1960399769,9.3704796271,3,2016
60608,34.2924338086,9.35962277154,3.39,2016
70106,38.3897818984,8.13872585557,4.93,2016
70110,37.8249567207,8.14503965556,5,2016
70402,38.337997794,7.0432473729,4.6,2016
70404,38.3969802817,6.75786509184,5,2016
70409,38.9904565665,6.30886950539,4,2016
70601,37.70909936,7.07241969712,5.15,2016
70602,37.8854620303,6.98755185591,4.5,2016
70603,37.9480877827,6.8414620015,4.31,2016
70604,37.8465205845,6.67370985229,4.44,2016
70605,37.7283270749,6.83324072518,4.5,2016
70606,37.5162951511,6.92519213069,4.4,2016
70607,37.5394935568,6.71730004775,5,2016
70702,36.5578272665,5.94196584839,5,2016
70703,36.6491164428,6.17354644378,5.26,2016
70705,36.7419051391,5.42792723464,3.83,2016
70801,35.4597909145,7.73111689886,2.23,2016
70802,35.3365321194,7.5545936127,5.26,2016
70803,35.4667023411,7.2464549135,4.55,2016
70901,35.8687052598,7.89522000481,2.46,2016
70902,35.6888102656,7.62687075312,2.8,2016
70903,35.9790176016,7.54519760971,3.51,2016
70905,36.5550845874,7.26469743667,4.395,2016
70906,36.4559630826,7.09660482935,5,2016
70907,36.3663670435,6.90904558824,5,2016
70908,36.1661114263,6.83892617264,4.165,2016
70909,35.8783016071,7.24415849804,3.21,2016
71001,36.6873240678,6.52468803298,3.91,2016
71003,37.3627426079,6.52393523093,5,2016
71004,37.6558108559,6.52749675249,5.06,2016
71010,37.0826795107,6.28914072529,3,2016
71014,36.8058897703,6.35677432218,3.28,2016
71101,35.4643310229,7.07278925904,3,2016
71104,35.7508679304,6.90154615753,3.51,2016
71105,35.8756861719,6.78389902242,2.9,2016
71110,35.6453288288,7.06790808828,2.335,2016
71301,37.7870727338,5.79394347232,4.5,2016
71401,37.7576794897,5.50776912306,4.08,2016
71501,37.3685284352,5.36023388405,6.43,2016
71601,37.2613574771,5.60887679139,4.05,2016
71701,36.9712314155,7.11723681744,3,2016
71702,37.1429374055,7.04296628727,3.7,2016
71703,37.1764902183,6.81513393967,3.565,2016
71705,36.8887699348,6.84324322902,3.09,2016
71801,36.5589798065,6.27987602008,3.92,2016
71901,36.6100617023,6.87189931466,2.94,2016
72002,38.3316769011,7.96439893942,5.2,2016
72003,38.3877650533,7.77935827784,4,2016
72005,38.2722882925,7.77243557312,5.235,2016
72006,38.1678620338,7.54513801108,4.875,2016
72101,38.2191236557,7.4239265323,4.5,2016
120101,34.7419083698,8.14574169701,2.73,2016
120102,34.5308620428,7.86205916882,5,2016
120301,35.2542637556,7.25479326022,5.17,2016
120401,34.2156815419,8.34368714794,4.33,2016
